lat,lon,amenity,cuisine,fvst:navnelbnr,name,opening_hours,phone,website,wheelchair,payment:credit_cards,toilets,fvst:name,facebook,outdoor_seating,takeaway,dinner,lunch,reservation,capacity,note,opening_hours:kitchen,alt_name,fvst:fixme,url,opening_hours:seating,branch,drive_through,brewery,internet_access,check_date,ref:DK:cvr,ref:DK:cvr:pnummer,wikidata,min_age,description,sport,toilets:wheelchair,smoking,access:covid19,operator,email,award:michelin,delivery,wikipedia,changing_table,diet:vegan,diet:vegetarian,internet_access:fee,contact:facebook,contact:instagram,drink:beer,contact:email,stars,opening_hours:bar,name:es,brand,diet:halal,diet:meat,diet:organic,name:en,shop,drink:wine,fixme,internet_access:ssid,cocktails,breakfast,level,payment:cash,payment:contactless,bar,opening_hours:signed,seasonal,access
55.6871892,12.5404647,bar,,558279,Frb Ølbar,"14:00-01:00, We-Sa 14:00-02:00, Su 13:00-23:00",,,,,,,,,,,,,,,,,,,,,,,,,35519270,1018843702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6862958,12.5400653,bar,,906091,Café Francke,,+45 35364052,,,,,,,,,,,,,,,,,,,,,,,,38192183,1021936002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.680757,12.522294,bar,,768256,Solbakken Bar,,,,,,,,,,,,,,,,,,,,,,,,,,39574217,1023621734,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6690236,12.552327,bar,,122957,Simpelt V,"18:00-02:00,We 18:00-03:00,Fr-Sa 15:00-05:00, Su 17:00-02:00",,https://simpeltv.dk/,,,,,,,,,,,,,,,,,,,,,,,33050860,1016274719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6790425,12.539364,bar,,113050,A-vej,,,,,,,A.V.F. - RÅD Studenter Forening,,,,,,,,,,,,,,,,,,,16275441,1001070509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.681637,12.53076,bar,,110827,Café Nexus,,,https://www.cbsstudents.dk/cafe-nexus,,,,,,,,,,,,,,,,,,,,,,,10020867,1007443257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,private
55.672528,12.554985,restaurant,vietnamese,951745,Brasserie Saigon,08:00-22:00; Sa-Su 09:00-22:00,+45 31170077,https://sai-gon.dk/,,,,,,,,,,,,,,,"fvst position missing, fixed from overpassturbo/osak",,,,,,,,41483199,1025989739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.678045,12.55441,restaurant,,958356,Salon 39 Vinbar,"16:00-24:00, Fr-Sa 16:00-02:00, Su-Mo off",+45 31391139,http://www.salon39.dk/,,,,,,,,,,,,,,,"fvst position missing, fixed from overpassturbo/osak",,,,,,,,41559608,1026087631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.677633,12.536886,bar,,933189,Creative Space,,,,,,,,,,,,,,,,,,"fvst position missing, fixed from overpassturbo/osak",,,,,,,,39187280,1023170198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.664071,12.545413,bar,,945363,Vores Vinbar,16:30-22:00; Sa 14:30-22:00; Su-We off,+45 40563434,https://voresvinbar.dk/,,,,,,,,,,,,,,,"fvst position missing, fixed from overpassturbo/osak",,,,,,,,41419636,1025908631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6726558,12.5537422,restaurant,vietnamese,960674,District Tonkin,,+45 31183311,,,,,District Tonkin Group,,,,,,,,,,,"fvst position missing, fixed from overpassturbo/osak",,,,,,,,41413395,1025964515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.683541,12.53687,restaurant,italian,957500,Restaurant Fabio,17:00-22:00; Th-Sa 17:00-23:00,+45 35379977,https://www.restaurantfabio.dk/,,,,,,,,,,,,,,,"fvst position missing, fixed from overpassturbo/osak",,,,,,,,41570709,1026102681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.672135,12.5203491,bar,,952045,Café Del Mundo (udebar),,,,,,,,,,,,,,,,,,"fvst position missing, fixed from overpassturbo/osak",,,,,,,,30553225,1026123352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6933556,12.5474989,bar,,,Liquid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6932511,12.5434247,restaurant,seafood,118804,Silberbauers Bistro,,+45 36966593,,,,,,,,,,,,,,,,,,,,,,,,32669182,1017600199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6848825,12.5400231,restaurant,chinese,,Nan Yuan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6891376,12.5454588,school,,761151,Det frie Gymnasium,,,,,,,,,,,,,,,,,,,,,,,,,,29344310,1001644838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6690654,12.5533155,bar,,951819,Malbeck vinbar,,,,,,,,,,,,,,,,,,,,,,,,,,41086564,1025455920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,
55.6713509,12.5540875,bar,,551577,Kanon Bar,,,,,,,,,,,,,,,,,,,,,,,,,,35741763,1019254158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6726717,12.5534758,restaurant,mexican,982358,Mæxico Vesterbrogade,11:30-22:30; Fr-Sa 11:30-24:00; Su 11:30-21:30,,https://maexico.com/,,,,,,,,,,,,,,,,,,,,,,,42011843,1026668308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
