lat,lon,amenity,cuisine,fvst:navnelbnr,microbrewery,name,opening_hours,phone,website,wheelchair,wheelchair:description,wikidata,wikipedia,note,smoking,toilets:wheelchair,fvst:name,takeaway,name:en,brand,brand:wikidata,brand:wikipedia,diet:vegan,diet:vegetarian,opening_hours:kitchen,operator,outdoor_seating,opening_hours:cafe,payment:credit_cards,toilets,branch,survey:date,fvst:fixme,reservation,dinner,lunch,capacity,award:michelin,contact:instagram,email,facebook,url,alt_name,happycow:id,breakfast,delivery,tourism,official_name,ref:DK:cvr,contact:facebook,leisure,table_soccer,fee,changing_table,opening_hours:seating,changing_table:location,internet_access,internet_access:fee,organic,stars,drive_through,ref:DK:cvr:pnummer,brewery,check_date,payment:bitcoin,min_age,opening_hours:covid19,sport,access,drinking_water,fee:price,indoor,toilets:disposal,description,opening_hours:url,phone:restaurant,phone:takeaway,access:covid19,male,shop,unisex,layer,check_date:diet:vegetarian,female,toilets:position,level,year,diet:halal,diet:meat,diet:non-vegetarian,diet:organic,drink:beer,opening_hours:signed,seasonal,contact:email,age_limit,yelp,emergency,old_name,opening_hours:bar,name:es,seamark:small_craft_facility:category,seamark:type,payment:cash,payment:debit_cards,payment:mobile_phone,toilets:access,drink:wine,internet_access:ssid,comment,pitch,drink:sake,cocktails,contact:phone,start_date,payment:contactless,short_name,fixme,music_venue,restaurant,gender_segregated,supervised,underground,school,baby_feeding,bar,drink:cocktail,name:zh,diet:dairy_free,diet:egg_free,diet:pescetarian,payment:android_pay,payment:apple_pay,payment:card,payment:gift_card,ref:vatin,lgbtq,instagram,undefined,webshop,drink:cider,drink:gin
55.6789481,12.5299118,restaurant,sushi,553754,,Sushi2500 Smallegade,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.67167,12.554793,bar,wine,116093,,Vinbaren Vesterbro Torv,,+45 21408527,http://vinbarenvesterbrotorv.dk/,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.675997,12.574759,school,,660703,,Improv Comedy Copenhagen,,,http://www.improvcomedy.dk/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6803606,12.5816114,restaurant,latin_american,635693,,El Nacional,"10:00-24:00; Th 10:00-01:00,Fr-Sa 10:00-02:00, Su 11:30-24:00",+45 70702460,http://www.elnacional.dk/,,,,,,,,PS South America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.687061,12.549315,bar,,564445,,Kocktails,,,http://kocktails.dk/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6736103,12.5533725,restaurant,korean;japanese,119818,,Miga,"Mo-Sa 12:00-15:00,17:00-23:00",+45 33233667,http://www.miga08.dk/,no,,,,,,,Miga Koreansk Japansk Restaurant,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6675422,12.5632535,school,,,,Københavns Madhus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6841046,12.5249619,restaurant,regional,552308,,Mæsk,"Mo-Fr 11:00-20:00; Sa,Su,PH off",+45 27570515,https://www.maesk.dk/,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6738544,12.5913373,restaurant,regional,531972,,Sankt Annæ 8,11:30-22:00; Th-Sa 11:30-24:00; Su off,+45 25974600,https://www.sanktannae8.com/,,,,,,,,,,,,,,,,,,yes,,yes,yes,,,wrong location in fvst,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.671923,12.545461,bar,,551620,,Portvinsbaren,"Th 17:00-23:00; Fr,Sa 17:00-01:00",,http://vinhulen.dk/portvinsbaren.asp,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6804302,12.589409,restaurant,,111650,,Restaurant Skagen,,+45 33320999,http://restaurantskagen.dk/,limited,,,,,,,,,,,,,,,,,yes,,yes,yes,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6680075,12.5501836,restaurant,italian,530939,,Bevi Bevi,,+45 31672120,https://www.bevibevi.dk/,,,,,,,,BeviBevi vinbar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.674011,12.53701,bar,,111602,,Betty Nansen Teaterbar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6808434,12.5879591,restaurant,,786683,,Barock,,+45 3333 0151,http://www.streckers.dk/en/barock-2/,limited,,,,,,,,,,,,,,,,,yes,,yes,yes,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6593211,12.590689,bar,,115893,,Scrollbar,,,,yes,,,,,,yes,IT- Universitetet Studentercaféen Scrollbar,,,,,,,,,IT-Universitetet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6755107,12.5542313,restaurant,sushi,662651,,Nagoya,14:00-22:30; Fr-Sa 12:00-23:00,+45 33212328,https://www.nagoya.dk/,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6788004,12.5671517,restaurant,regional,561656,,Väkst,"mo-sa 12:00-17:00,17:30-22:00; su 17:30-22:00",+45 38412727,http://hostvakst.dk/,limited,,Q27976018,,,no,,,no,,,,,,yes,,Cofoco,,,yes,yes,,,,yes,yes,yes,,the_plate_michelin,,,https://www.facebook.com/restaurantvakst/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.66785,12.55927,restaurant,fish,118724,,Kødbyens Fiskebar,"Mo-Th 17:30-24:00; Fr, Sa 11:30-02:00; Su 11:30-24:00",+45 32155656,https://fiskebaren.dk/en/,,,,,,yes,,,,,,,,,,Mo-Sa 17:30-23:00; Su 11:30-23:00,,yes,,yes,yes,,,,,yes,yes,,bib_gourmand,http://www.instagram.com/Fiskebaren/,info@fiskebaren.dk,https://www.facebook.com/Fiskebaren/,,,,,,,,,,,,,,,,wlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.66769,12.5589,bar,,115011,,Mesteren & Lærlingen,,+45 32152483,,,,,,,yes,,,,,,,,,,,,yes,,yes,yes,,,,,,,,,,,https://www.facebook.com/Mesteren-Lærlingen-215687798449433/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.67653,12.56447,restaurant,gourmet,545279,,Uformel,17:30-00:00; fr-sa 17:30-02:00,+45 70999111,https://uformel.dk/,,,,,,,,Restaurant Uformel,,,,,,,,,,,,yes,yes,,,wrong location in fvst,yes,yes,,,the_plate_michelin,https://www.instagram.com/restaurant_uformel/,,https://www.facebook.com/uformel/,,,,,,,,,,,,,,,,wlan,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.66917,12.55864,restaurant,regional,115827,,Paté Paté,"Mo-We 09:00-24:00, Th 09:00-01:00, Fr 09:00-03:00, Sa 11:00-03:00",+45 39695557,https://www.patepate.dk/,,,,,,,,,,,,,,,,,,yes,,yes,yes,,,,,,,,,,,https://www.facebook.com/2xpate/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Modern Mediterranean soul food and lots of hygge served in an unpretentious, laid back atmosphere...",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6677,12.56114,restaurant,regional,647637,,Restaurant Gorilla,17:30-24:00; su off; fr-sa 17:30-02:00,+45 33338330,http://restaurantgorilla.dk/forside/,,,,,,,,,,,,,,,,,,yes,,yes,yes,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6745612,12.5692859,toilets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6746513,12.56939,toilets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.679387,12.5926112,restaurant,seafood;steak,662386,,Oranje af Svendborg,,+45 40251727,http://restaurant-oranje.dk/,no,,,,,,,RESTAURATION ORANJE,,,,,,,,,,,,,,,,"fvst position missing, fixed from Nominatim",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,restaurant on ship of the same name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6867773,12.5879811,restaurant,danish,976125,,Nyboders Køkken,17:00-23:30,+45 22886415,http://nyboderskoekken.dk/,,,,,,,,,,,,,,,,17:00-22:00,,,,,,,,fvst:no_pos,,,,,,,,,,,,,,,,42015369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6792991,12.5937266,restaurant,thai,666241,,SEA by Kiin Kiin,12:00-23:00; Su off,+45 51445958,https://www.seabykiinkiin.dk/,no,,,,,,,,,,,,,,,,,,,,yes,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6386512,12.5778012,bar,,665277,,,,,,,,,,,,,Bella Center The Front,,,,,,,,,The Front,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.680944,12.571343,bar,,662261,,Boulebar Sankt Petri,15:00-23:00; Th 15:00-24:00; Fr 11:00-24:00; Sa 10:00-24:00; Su 10:00-23:00,+45 82820800,https://www.boulebar.dk/,yes,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,boules,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6707131,12.5574865,restaurant,japanese,665382,,Jah,"17:30-24:00, Fr-Sa 17:30-01:00, Su off",+45 38412721,http://www.jahizakaya.dk/,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Izakaya & Sake bar,,served,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6654227,12.5488293,bar,,109917,,Boulevarden,,+45 3331 8303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6656945,12.5429694,restaurant,ramen,647198,,Ramen to Biiru Vesterbro,Mo-Th 12:00-22:00; Fr-Sa 12:00-23:00; Su 12:00-21:00,+45 53607997,http://ramentobiiru.dk/vesterbro/,,,,,,,,,,,,,,,,,,,,,,,,"fvst position missing, fixed from overpassturbo/osak",,,,,,,vesterbro@ramentobiiru.dk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6913826,12.5446425,bar,,123647,,Kronborggade 3,Mo-Sa 16:00-22:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6735206,12.5660812,bar,,119223,,Nimb Vinotek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6671559,12.5587233,restaurant,turkish,666977,,Mangal,,+45 61436153,http://www.restaurantmangal.com/,yes,,,,,,,Restaurant MANGAL,,,,,,,,,,yes,,yes,yes,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6832898,12.5879807,bar,,653451,,The Barbershop,,+45 52633777,https://www.thebarbershop.dk/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6808974,12.5524022,restaurant,,903708,,Forum Restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.671506,12.5291573,restaurant,,534314,,Restaurant Pilen,,+45 53300140,https://www.restaurantpilen.dk/,,,,,,,,,,,,,,,,,,,,,,,,"fvst position missing, fixed from Nominatim",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6674267,12.5972606,bar,,950362,,Haabet Bodega Bar,"Mo-Th 16:00-24:00, Fr-Sa 15:00-24:00",,http://haabetbodegabar.dk/,,,,,,yes,,,,,,,,,,,,,,,,,2020-04-30,fvst:no_pos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,haabetbodegabar@gmail.com,,,,,,,,,,,,,,,,,,,+45 31 24 08 19,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6658853,12.5660006,restaurant,,572610,,Tivoli Hotel og Tivoli Congress Center Restaurant Tivoli Vie,,,,,,,,,,,,,,,,,,,,,,,,,,,"fvst position missing, fixed from overpassturbo/osak",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.678721,12.580105,bar,,923586,,Christian IV,,,http://kantbar.dk/,,,,,,,,,,,,,,,,,,,,,,,,"fvst position missing, fixed from overpassturbo/osak",,,,,,,,,,,,,,,,40364927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.667045,12.558875,restaurant,dim sum,555455,,Magasasa,,+45 33 23 80 89,https://magasasa.dk/,yes,,,,,,,Restaurant Magasasa - Dim Sum og Cocktails,,,,,,,,,,,,,,,,"fvst position missing, fixed from overpassturbo/osak",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6752286,12.5724216,bar,,669713,,Southern Cross Pub,,+45 3311 0939,https://www.southerncross.dk/,,,,,,,,,,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,33758871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6937622,12.5833449,restaurant,,671537,,Ambassaden og Konsulatet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.673264,12.554397,restaurant,,670553,,Mangia,,+45 52709429,http://mangia.dk/,no,,,,,,,Mangia.2016,,,,,,,,,,yes,,yes,yes,,,,yes,yes,,,,,,https://www.facebook.com/restaurant.mangia/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.671211,12.5496708,bar,,958384,,Ancestrale,Mo-Th 16:00-23:00; Fr-Sa 16:00-24:00,+4560407414,http://ancestrale.dk,,,,,,,,,,,,,,,,,,,,,,,,fvst:no_pos,,,,,,httpd://www.instagram.com/ancestralebra,spis@ancestrale.dk,https://www.facebook.com/Ancestralebar/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6665209,12.55307,bar,,962630,,Rbabarrab,,+45 24269291,,,,,,,,,,,,,,,,,,,,,,,,,fvst:no_pos,,,,,,,,https://www.facebook.com/Rbabarrab,,,,,,,,37613932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6473438,12.5505625,restaurant,,659866,,Vandvid,,+45 20125343,https://www.vandvid.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.instagram.com/restaurant_vandvid/,,https://www.facebook.com/restaurantvandvid/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Floating restaurant, Opens spring 2017",,,,+45 21315020,2017-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6253234,12.573264,bar,,671525,,The Bar 3.4,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6254657,12.573272,bar,,671523,,The Bar 1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6927326,12.5675571,restaurant,danish,672107,,Guldkroen 11,We-Su 17:30-24:00,+45 31357276,,limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6256755,12.5735999,bar,,671521,,The Bar 1.1,,,,yes,,,,,,,,,,,,,,,,,,,,,,,"fvst position missing, fixed from overpassturbo/osak",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6257302,12.5734422,bar,,671519,,The Bar 0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,"fvst position missing, fixed from overpassturbo/osak",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6256575,12.5734046,bar,,671522,,The Bar 1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,"fvst position missing, fixed from overpassturbo/osak",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.624693,12.5731751,bar,,672173,,Absolut,,,,,,,,,,,,,,,,,,,,,,,,,,,missing position,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6247868,12.5736874,bar,,672171,,Nicolas Feuillatte Bar,,,,,,,,,,,,,,,,,,,,,,,,,,,missing position,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6256545,12.5739759,bar,,671524,,The Bar 3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,"fvst position missing, fixed from overpassturbo/osak",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6820021,12.5824601,restaurant,,717368,,Jazzhus Montmartre,,,http://jazzhusmontmartre.dk/restaurant.html,,,Q1684536,,,,,"Bojesen Jazz Jazzhus Montmartre, Restauranten",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.683378,12.5875853,bar,,671128,,Dandy,,+45 3173 7304,http://dandycph.com/,,,,,,,,ReKom Øst Drift Bravo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6758239,12.5930274,bar,,,,Kanalens Kælder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6751007,12.5954193,toilets,,,,,Apr-Oct,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6748062,12.5589808,toilets,,,,,24/7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6558235,12.6098903,bar,,667771,,Toto Vin- og Spisebar,"Tu-Th 16:00-24:00; Fr,Sa 15:00-24:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,served,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6642899,12.5361877,college,,,,"Københavns Professionshøjskole, Campus Carlsberg",,,https://www.kp.dk,,,,,,,,,,"University College Copenhagen, Campus Carlsberg",,,,,,,,,,,,,,fvst:no_pos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
