lat,lon,amenity,cuisine,fvst:navnelbnr,name,opening_hours,phone,website,brand,brand:wikidata,brand:wikipedia,diet:vegan,diet:vegetarian,takeaway,wheelchair,fvst:name,url,alt_name,facebook,outdoor_seating,payment:credit_cards,toilets,operator,tourism,official_name,capacity,dinner,reservation,contact:facebook,contact:instagram,email,leisure,smoking,table_soccer,opening_hours:seating,branch,drive_through,internet_access,ref:DK:cvr,ref:DK:cvr:pnummer,brewery,fvst:fixme,check_date,opening_hours:kitchen,opening_hours:covid19,description,sport,toilets:wheelchair,opening_hours:url,min_age,phone:restaurant,phone:takeaway,delivery,access:covid19,award:michelin,stars,wikidata,seasonal,wheelchair:description,lunch,note,payment:cash,payment:debit_cards,payment:mobile_phone,shop,level,wikipedia,drink:wine,comment,drink:sake,contact:phone,start_date,music_venue,restaurant,access,cocktails,drink:beer,name:zh,bar,opening_hours:signed,microbrewery,end_date
55.6666515,12.5584464,bar,,,Papa Bird,,,https://thebird.dk/papa/,,,,,,,,,,,,yes,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6622827,12.5625553,restaurant,,805235,MN Fisketorvet,,,https://www.mattssonnielsen.dk/mattsson-nielsen-spisehus/,,,,,,,,M&n Fisketrovet,,Mattsson-Nielsen Spisehus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6737791,12.5645743,restaurant,,126380,Angelini,,+45 33149262,https://ligula.se/da/angelini-kobenhavn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6393362,12.5747342,restaurant,,909537,KBH Gastro,12:00-17:00; We-Fr 11:00-21:00; Sa 10:00-21:00; Su 10:00-15:00,+45 20553202,https://restaurant-kbh-gastro.business.site/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6393649,12.574765,bar,,806198,Fermentabel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6445113,12.5452501,restaurant,,766556,Restaurant Banzai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,private,,,,,,,
55.667036,12.554293,restaurant,sushi,910122,Sushi Best,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6719062,12.5475635,restaurant,sushi,921880,Kanagawa,"Mo-Th 13:00-22:00; Fr,Sa 12:00-22:00; Su 13:00-22:00",+45 60196268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6677745,12.5792116,restaurant,indian,928150,Everest Curry,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,
55.6657876,12.5430459,bar,,,Atze Peng,,+45 4241 5446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6727294,12.5570655,restaurant,,,Flexitar,,+45 60666950,,,,,,,,,,,,https://www.facebook.com/flexitaren/,,,,,,,,,,,,,,,,,,,,40729216,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6730829,12.5601926,restaurant,sushi,132093,Nibon Ya Sushi,,,http://www.nibonyasushi.dk/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31432081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6739197,12.5605647,restaurant,steak,534354,Retour Vesterbro,17:00+,+45 88630292,https://www.restaurantretour.dk/vesterbro,,,,,,,,,,Retour Steak Vesterbro,,,,yes,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6736365,12.5408462,restaurant,,934305,Heat Japanese Grill Frederiksberg,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6620151,12.5629179,restaurant,,,Dalle Valle,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,Fisketorvet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
55.6712185,12.567266,restaurant,,,Konstrast,,,https://www.brasseriekontrast.dk/,,,,,yes,,,,,,,,yes,yes,,,,,yes,yes,,,,,,,,,,,,,,,2020-12-16,,,,,,,,,,,no,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,
55.6741475,12.5698228,restaurant,danish,113221,Færgekroen,,+45 33750770,https://streckers.dk/faergekroen-bryghus/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,summer,,,,,,,,,,,,,,,,,,,,,,,,
55.6721382,12.5546295,restaurant,,935538,Bistro 1620,11:30-24:00;Sa 10:00-24:00; Su 10:00-20:00,+45 70161620,https://bistro1620.dk/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"fvst position missing, fixed from overpassturbo/osak",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6620814,12.5628637,restaurant,burger,112239,The Liberty American Restaurant,,,https://www.fisketorvet.dk/restaurant/Liberty%20Burgers%20_o_%20Grill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6682632,12.5615533,bar,,943430,Åben,Mo-Su 12:00-24:00,,https://www.aabenbryg.com,,,,,,,,Åben SHG,,,,yes,,,,,,,,,,,,,,,,,,,41277025,1025715507,,"fvst position missing, fixed from overpassturbo/osak",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,
55.672726,12.553059,restaurant,breakfast;sandwich,947164,Bjørns,"07:00-11:30,12:00-16:00,17:00-24:00; Sa 09:00-16:00,17:00-24:00; Su 09:30-16:00",+45 38423412,https://madklubben.dk/restauranter/bjoerns-koebenhavn/,,,,,,,,Bjørn,,,,,,,,,,,,,,,,,,,,,,,,,,"fvst position missing, fixed from overpassturbo/osak",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.669926,12.558393,bar,,951763,Cocktail Bar 1656,Su-We 18:00-01:00; Th 18:00-02:00; Fr 17:00-02:00; Sa 18:00-02:00,,http://cocktailkompagniet.dk/,,,,,,,,,,,,,,,,,,,,,http://www.facebook.com/1656cocktailbar,https://www.instagram.com/1656cocktailbar/,hello@1656.dk,,,,,,,,,,,"fvst position missing, fixed from overpassturbo/osak",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.671327,12.546113,restaurant,italian,957260,Ciao Italian Quality Food,Mo-Su 11:00-21:00,+45 52166921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"fvst position missing, fixed from overpassturbo/osak",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.658052,12.567369,restaurant,regional,950090,Fars Dreng Islands Brygge,,+45 31765648,https://www.farsdreng.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"fvst position missing, fixed from overpassturbo/osak",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.670728,12.543986,bar,,953527,Jojo,16:00-22:00; Th 16:00-23:00; Fr-Sa 15:00 - 24:00; Su-Tu off,,https://jojovesterbro.dk/,,,,,,,limited,JOJO PROJECTS,,,,,,,,,,,,,,,,,,,,,,,40652078,,,"fvst position missing, fixed from overpassturbo/osak",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.662793,12.591147,bar,,735007,Roland Bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34773041,,,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6694781,12.5451643,bar,,930599,Bar 1103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39446510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.667841,12.57367,bar,,936516,Svajerbar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26718899,,,"fvst position missing, fixed from overpassturbo/osak",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6718348,12.5626038,bar,,567578,Good Morning City Copenhagen Star Bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33580037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.665587,12.543472,bar,,912627,Bennis Bar,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,yes,,,,,,38562762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6734559,12.5672284,bar,,114671,Mezzo Bar Promenaden Tivoli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21572780,,,,,,,,,,,,,,,,,,,summer,,,,,,,,,,,,,,,,,,,,,,,,
55.6732198,12.5554902,bar,,112993,Det Ny Teater Bar 1 balkonplan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17741039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6699974,12.5458976,bar,,788669,Brass Monkey,"Th 20:00-01:00,Fr-Sa 20:00-04:00",,https://www.brassmonkey.dk/koebenhavn/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38115669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6670444,12.5571596,bar,,803351,Scandic Kødbyen Baren,,,,,,,,,,,,,,,,,,Scandic Hotels,,,,,,,,,,,,,,,,12596774,,,"fvst position missing, fixed from overpassturbo/osak",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6672646,12.5857953,bar,,539636,Radisson Blu Scandinavia Hotel Red 7 Bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35255109,1018543636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.673301,12.562706,bar,,111921,Værtshuset Pinden,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,21370673,1004890088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-06-21
55.6711275,12.5433807,bar,,,Vaest,,,https://www.vaest.dk/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-12-15,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6708454,12.5584234,bar,,918720,Die Strafbar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39602458,1024897881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6690236,12.552327,bar,,122957,Simpelt V,"18:00-02:00,We 18:00-03:00,Fr-Sa 15:00-05:00, Su 17:00-02:00",,https://simpeltv.dk/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33050860,1016274719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.672427,12.557519,bar,,550794,Dia'legd,"Th 17:00-24:00, Fr 16:00-02:00, Sa 15:00-02:00",+45 20676583,http://dialegd.dk/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35477292,1018764705,Refsvindinge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,served,,,,,
55.6732055,12.5554754,bar,,113055,Det Ny Teater Bar 2 parketplan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17741039,1001350203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6732954,12.5714839,bar,,936384,Churros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10404916,1002894451,,"fvst position missing, fixed from overpassturbo/osak",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6713715,12.5600529,bar,,722039,Hats Boots & Bourbon,,+45 91821908,https://hatsbootsbourbon.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38643762,1022446262,,,,,,,,,,,,,,,,,,,,,,,,,clothes,,,,,,,,,,,,,,,,,
55.6732342,12.5554496,bar,,113522,Det Ny Teater Bar 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17741039,1001350203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6732372,12.5554976,bar,,113593,Det Ny Teater Bar 2 balkonplan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17741039,1001350203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6731526,12.5666068,bar,,115785,Smugkroen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10404916,1002894451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.672528,12.554985,restaurant,vietnamese,951745,Brasserie Saigon,08:00-22:00; Sa-Su 09:00-22:00,+45 31170077,https://sai-gon.dk/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41483199,1025989739,,"fvst position missing, fixed from overpassturbo/osak",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.657739,12.58859,bar,,962319,DANMARKS RADIO DR-Byen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62786515,1008875630,,"fvst position missing, fixed from overpassturbo/osak",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customers,,,,,,,
55.6732293,12.555517,bar,,112150,Det Ny Teater Bar 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17741039,1001350203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6674446,12.5857524,bar,,539631,Radisson Blu Scandinavia Hotel Bus Stop Bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35255109,1018543636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6627137,12.5893639,bar,,735008,TORS / BARstionen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38103199,1021832185,,"fvst position missing, fixed from overpassturbo/osak",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,private,,,,,,,
55.664071,12.545413,bar,,945363,Vores Vinbar,16:30-22:00; Sa 14:30-22:00; Su-We off,+45 40563434,https://voresvinbar.dk/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41419636,1025908631,,"fvst position missing, fixed from overpassturbo/osak",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6726558,12.5537422,restaurant,vietnamese,960674,District Tonkin,,+45 31183311,,,,,,,,,District Tonkin Group,,,,,,,,,,,,,,,,,,,,,,,41413395,1025964515,,"fvst position missing, fixed from overpassturbo/osak",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6732077,12.5554895,bar,,646042,Det Ny Teater Bar kælder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17741039,1001350203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.669238,12.558774,restaurant,regional,962365,Bistro Bosch,10:00-22:00,+45 33312000,https://bistrobosch.dk/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41614056,1026182030,,"fvst position missing, fixed from overpassturbo/osak",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.673224,12.55546,bar,,113521,Det Ny Teater Bar 1 parketplan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17741039,1001350203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6731749,12.5689833,bar,,118713,Crepériet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.672795,12.555682,restaurant,tapas,964698,El Tapeo de Cervantes,,+45 27843366,http://www.eltapeodecervantes.dk/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41705663,1026297482,,fvst:no_pos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6742078,12.5660833,bar,,960253,Gløgg og Hygge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31863570,1019327708,,"fvst position missing, fixed from overpassturbo/osak",,,,,,,,,,,,,,,,winter,,,,,,,,,,,,,,,,,,,,,,,,
55.6598716,12.5423693,bar,,953373,Cocktailbar banegaarden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40657169,1024869721,,"fvst position missing, fixed from overpassturbo/osak",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6739216,12.5687429,bar,,745430,Orangeriet Bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10404916,1002894451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6572408,12.5890611,bar,,,Klangbar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.658505,12.5421806,restaurant,,,Restaurant Lade 609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6587172,12.5425207,bar,,,Bar & Café,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6663479,12.5577777,restaurant,italian,1011350,Capeesh,,+45 30866225,https://www.capeesh.dk/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32354696,1019250268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6690654,12.5533155,bar,,951819,Malbeck vinbar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41086564,1025455920,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,
55.672824,12.574421,restaurant,sushi,950965,LETZ SUSHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10107423,1019611791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6661693,12.5660401,bar,,564822,Hotel Tivoli Congress Center Lobbybar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54399219,1015847111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
